FID	IID	ZAverage
9513	9513	0.75539817446929303
9514	9514	1.0343728279843207
9515	9515	4.2616633478327316E-2
9516	9516	2.3276321170630498E-2
9517	9517	-7.4018865191147675E-4
9518	9518	0.61641053633336707
9519	9519	-0.10918777931345965
9520	9520	0.33398113980201455
9521	9521	0.64266007514170997
9522	9522	0.82732889813834232
9523	9523	0.63915158054361643
9524	9524	1.1797034054657831
9525	9525	-0.12814492963672452
9526	9526	0.90270017238231248
9527	9527	1.0467505579533016
9529	9529	0.27737793557898094
9530	9530	0.87035356588470381
9531	9531	2.1078110747068366
9532	9532	0.59949700987956389
9533	9533	0.46082429007432618
9534	9534	1.0656720610573938
9535	9535	1.8923257492002399
9537	9537	0.18524458411306205
9538	9538	-0.30156458399219405
9540	9540	5.1872280234923782E-2
9541	9541	0.19026644063073928
9542	9542	0.50186585912367798
9543	9543	0.50428938852057026
9544	9544	0.99616567426592761
9545	9545	0.30442634072352315
9546	9546	0.9218106753291202
9547	9547	0.23718594421033995
9548	9548	0.49787835562680438
9549	9549	0.55227499586658702
9550	9550	-0.27598711996800868
9551	9551	2.454075573148855
9552	9552	-0.32415799460355049
9553	9553	-0.11502027427188595
9554	9554	0.13868581863694318
9556	9556	0.53790252627463597
9557	9557	0.56627642057494676
9558	9558	-0.27300941579456933
9559	9559	1.8019483205068114
9560	9560	-0.39190689228705744
9561	9561	1.2877798048593168
9562	9562	-0.20098964096239713
9563	9563	2.1555795433165031E-2
9564	9564	0.87486425669974477
9565	9565	-0.16218233484708086
9566	9566	0.67258836945543798
9567	9567	1.5380310611789254
9568	9568	0.50475152282395697
9569	9569	-0.26185903882039269
9570	9570	1.3765370563050847
9572	9572	-0.11553251698861078
9573	9573	1.0676289949489193
9574	9574	0.36163562426767965
9575	9575	0.80950378200135154
9576	9576	0.64094124518441153
9577	9577	0.52652190321615111
9578	9578	1.2916042985135181
9579	9579	1.1312659392912947
9580	9580	0.44455297653619757
9581	9581	1.3710378441297431
9582	9582	0.20928358411148493
9583	9583	7.4178318224528389E-2
9584	9584	-4.0146272124958908E-2
9585	9585	-0.1228179262765787
9586	9586	0.83690809907376618
9587	9587	1.3712565678854138
9588	9588	1.9153574588182245
9590	9590	0.59727474844655515
9591	9591	-0.22524388653458532
9592	9592	0.32689275585599598
9593	9593	0.71379331039990934
9594	9594	1.3679978257001695
9595	9595	7.3284126028725111E-2
9596	9596	-0.1453172471652133
9597	9597	0.56136048291279206
9598	9598	0.64223388661342684
9599	9599	3.4486380213652378E-2
9600	9600	-0.2470338935145657
9601	9601	-5.7846698823041283E-2
9602	9602	-0.12241348135015034
9606	9606	0.36882288094453669
9607	9607	-0.78794895986390578
9608	9608	0.26119112624138768
9609	9609	-0.43074215482480133
9610	9610	-0.99676604875884911
9611	9611	1.3364754498402696
9612	9612	-0.35363333296809907
9613	9613	0.19064767115999048
9615	9615	-0.62320240685334349
9616	9616	1.1751772127555915
9617	9617	0.1416442851990935
9619	9619	0.31109416025230779
9620	9620	0.51645559378452721
9621	9621	0.92898857685791669
9622	9622	0.42429000120602339
9623	9623	0.53461527698829314
9624	9624	1.0113131757134928
9626	9626	-0.5638740614395602
9627	9627	-0.79789275766988177
9628	9628	-0.71880908587050063
9629	9629	0.46442165368232158
9630	9630	0.91223742093068316
9631	9631	0.1844944379437245
9632	9632	-0.63281201502115314
9633	9633	0.41084029037936903
9634	9634	0.38748825768779804
9636	9636	0.28664147894723085
9637	9637	-0.70777473266834057
9638	9638	0.87861744244839657
9639	9639	-0.68216397103660542
9640	9640	0.60799260567179425
9642	9642	0.52435614715590562
9644	9644	0.89630624629778632
9645	9645	0.29087573326468374
9646	9646	-0.46914452590892869
9647	9647	4.1065174664379381E-2
9648	9648	0.14180165286773516
9649	9649	-1.0422743667905834
9650	9650	-0.30346688579441272
9651	9651	-0.1267531322173239
9652	9652	0.73893613890453658
9653	9653	-0.161972937887845
9654	9654	0.67667875377941811
9655	9655	-0.77081323639353982
9656	9656	-0.5344253396161488
9658	9658	0.59192456001158333
9659	9659	0.69306611059855172
9660	9660	-0.24449313328635686
9661	9661	0.65393965050860547
9662	9662	-2.6028679572044657E-2
9663	9663	-0.92077580619829491
9665	9665	0.19147171643970184
9666	9666	-0.47026102910496503
9668	9668	0.37286624112066857
9669	9669	0.25227257369981804
9673	9673	-0.45002399625524697
9678	9678	-0.2630570134773364
9679	9679	0.11156729873353706
9680	9680	-9.9021326387203859E-2
9681	9681	0.22478329658459334
9682	9682	-0.33728430781928193
9683	9683	0.26536087839713196
9684	9684	-0.2867165646352744
9690	9690	0.43754653904543606
9693	9693	0.16979230258029479
9696	9696	-0.43924616158146612
9697	9697	0.10764118695609437
9698	9698	-0.10440936620558883
9699	9699	-0.58018583902123466
9701	9701	0.64109921050198071
9702	9702	0.90376463315495148
9703	9703	-0.40399351701941166
9704	9704	-0.21345599672055313
9705	9705	-0.44367748663189976
9706	9706	-0.30831211495953376
9707	9707	-0.51817641847156648
9708	9708	0.18842943404120091
9709	9709	0.56305864291133334
9710	9710	0.67943901404628937
9711	9711	-0.55779570887845553
9712	9712	0.13070268774023786
9713	9713	0.13059553876249028
9714	9714	-0.25672229830636756
9717	9717	-2.2470859793762055E-2
9719	9719	-0.17093266087801243
9720	9720	0.52524240051736715
9721	9721	-0.15916061529257311
9722	9722	-8.9477907486963465E-2
9723	9723	0.70425354861254252
9725	9725	0.36201843652726878
9726	9726	0.12399571849285454
9727	9727	0.67296717329746503
9728	9728	0.23282175592599755
9729	9729	-0.49485098819470991
9730	9730	-0.39094975770217721
9731	9731	-5.2761849280195887E-2
9732	9732	-0.22713898146911868
9733	9733	0.4643284439792732
9734	9734	-1.7069017901759641E-2
9735	9735	-0.37102803582619298
9736	9736	0.77626946291803001
9737	9737	-0.41594453258041947
9738	9738	-0.29640322104912414
9739	9739	0.12406940940477953
9741	9741	-0.14767885713274628
9742	9742	0.5134197575501932
9743	9743	-0.21816454655648371
9744	9744	1.913678281584628
9745	9745	-0.41145396427330977
9746	9746	-0.18861913387386442
9747	9747	-0.8006319933603071
9748	9748	0.46132979964265813
9749	9749	0.23008082083205483
9754	9754	-0.58136998375588478
9755	9755	-0.76168321400205341
9756	9756	1.3127279114116501
9757	9757	0.60448347241272837
9759	9759	2.1401666328200628
9762	9762	0.26791549308679274
9768	9768	-0.54634493926353223
9769	9769	-2.2192326544439443E-2
9770	9770	-0.29263559564693087
9771	9771	-0.16342082766955421
9772	9772	-8.9488513312982382E-2
9774	9774	0.40994094234579709
9775	9775	-0.89092821239103648
9776	9776	-0.60693097771998739
9777	9777	-0.19568562848709345
9778	9778	6.2577236276632309E-2
9779	9779	-0.36198521056654492
9780	9780	-0.54248466768217385
9781	9781	-0.83073757523849434
9782	9782	-0.67055779496669488
9783	9783	-0.97930305766606729
9784	9784	0.10050989804993461
9785	9785	-0.79933177000113742
9786	9786	-0.6639380940485774
9788	9788	0.45411272722885193
9789	9789	0.10640124608292825
9790	9790	0.62433366209316488
9791	9791	-7.0101431078693738E-2
9792	9792	-0.43515059491946784
9793	9793	-0.3977668386839513
9794	9794	-0.64337648800761982
9795	9795	-1.0010141794626617
9796	9796	-0.86432986585061811
9797	9797	-0.13414858236595884
9798	9798	0.78498985812864686
9799	9799	-0.58753658936192443
9800	9800	0.8380421531171901
9801	9801	-8.1121328114641289E-2
9802	9802	-0.11742980407405058
9803	9803	-6.9957845461984622E-2
9804	9804	-0.78854137743086861
9805	9805	0.38065674925166293
9806	9806	0.29966847928306395
9807	9807	-0.67663036765829165
9808	9808	-0.63444213829710017
9809	9809	-1.0780839726132116
9811	9811	-0.75219781704442612
9812	9812	-0.26139862839713496
9813	9813	-0.3361971550201257
9814	9814	-1.0388584968429924
9815	9815	-0.9731816922638149
9816	9816	-0.64008893558707447
9817	9817	0.39595267349422075
9819	9819	-6.7117735507129558E-2
9821	9821	0.90502850375237387
9823	9823	2.1718619408348849
9824	9824	-3.8777190672048524E-2
9825	9825	-3.3057487161476558E-2
9826	9826	8.9944672928420843E-2
9827	9827	3.119345423403249E-2
9828	9828	-0.45628795192702259
9829	9829	-0.70952090710977966
9830	9830	-0.33404847474052901
9831	9831	1.498029232146592
9832	9832	-0.36111709071990344
9833	9833	-0.13759763491459745
9834	9834	-0.34857505622802287
9835	9835	-0.74719786527744991
9838	9838	-0.52220002668754439
9839	9839	0.4069643129015621
9840	9840	1.3869556277162249
9841	9841	-0.67292130026146701
9843	9843	-0.33890716911695723
9844	9844	0.8937360320495854
9845	9845	-2.4499851150193125E-2
9846	9846	1.2360259676125627
9848	9848	1.0790405053368473
9849	9849	-1.1771777047203205
9850	9850	1.6872665272038212
9851	9851	-0.21196029304536568
9852	9852	-1.0184115516403121
9853	9853	0.20838462494852741
9854	9854	1.9514286807868908
9855	9855	-0.30347692899158951
9856	9856	-0.85738088068217855
9858	9858	-0.66445847117239187
9859	9859	-0.47109325253327011
9860	9860	0.55893279081094716
9861	9861	2.0956222961739575
9862	9862	0.67479631009331265
9864	9864	1.1896915502199961
9866	9866	0.88981893021657865
9867	9867	0.30591266218093499
9868	9868	1.8042382840059679
9870	9870	1.6942241375080134
9871	9871	-0.44021496146969008
9872	9872	0.39891993732159281
9873	9873	0.50282357027305158
9874	9874	0.78941440306200417
9875	9875	2.4353950746471127
9876	9876	1.0052072351829
9877	9877	-0.37863839602111732
9878	9878	1.5231529633515126
9879	9879	2.1862768146374885
9880	9880	-2.769752285865907E-2
9881	9881	1.4738202991861409
9882	9882	0.83896669165167437
9883	9883	1.4496134742527613
9885	9885	1.7741248611692717
9886	9886	0.13239230432426549
9888	9888	-0.84389781173994161
9890	9890	-2.4814677532844501E-2
9891	9891	-1.1015583553929016
9892	9892	-5.2838315905881202E-3
9893	9893	-0.59738537216392251
9894	9894	-0.85417829747633511
9895	9895	-0.44228986930027347
9897	9897	-0.87911754703724676
9898	9898	-1.1788038817972997
9899	9899	1.6271761539693255
9900	9900	0.69494835054160442
9901	9901	0.17005479851766264
9902	9902	0.42553011705600935
9903	9903	1.1646538562487192
9904	9904	0.43673249233875994
9905	9905	0.38730143368547298
9906	9906	0.99469969462675367
9907	9907	-0.59591617129553309
9908	9908	0.21952063154941065
9909	9909	-0.46119971244560631
9911	9911	0.89148213212254257
9913	9913	0.62964557501327356
9915	9915	9.5614514493377351E-2
9918	9918	0.1147057491075285
9920	9920	0.76294339924651233
9921	9921	-0.5226936546719152
9924	9924	-0.48041269027872585
9927	9927	-0.77614707810102146
9928	9928	0.2195355742940632
9929	9929	-4.8855304285536499E-2
9930	9930	-0.79800784905179856
9931	9931	-0.22590336256681479
9933	9933	-0.24969007451307776
9934	9934	-7.8697346510043356E-2
9936	9936	-0.9998131614044462
9937	9937	0.13235000458363919
9938	9938	-4.8340209100638576E-2
9939	9939	-0.94088426346599086
9940	9940	0.33687461212466108
9941	9941	-0.62792240153758794
9942	9942	9.5547635216300802E-2
9943	9943	-0.49351478682791539
9944	9944	0.30458737245547035
9945	9945	-0.34870189538441076
9946	9946	-0.36428051886880747
9947	9947	0.43921287066658443
9948	9948	-0.40355611865072039
9949	9949	8.1896516246993553E-2
9950	9950	-0.42142928834515159
9951	9951	-0.5360839547889884
9952	9952	-0.92924203277008321
9953	9953	-0.34802886792725063
9954	9954	9.8122535797836682E-2
9957	9957	-0.52227858920831027
9958	9958	-0.22730877582763725
9959	9959	-0.57995565971306406
9960	9960	-0.347756547546405
9961	9961	-0.71327433329932299
9962	9962	-0.14119565948026253
9963	9963	0.63839457712811776
9964	9964	-0.37493546731598471
9965	9965	-0.58665655294073293
9966	9966	-0.14433306239042271
9967	9967	-0.41472543955276275
9968	9968	0.5552732312518367
9969	9969	-0.18928344779517817
9970	9970	-0.37091396084638084
9972	9972	0.23239164804242832
9973	9973	-0.66961097008812709
9976	9976	-0.90537406688109046
9979	9979	-6.098306897826819E-2
9980	9980	0.11776381321654815
9981	9981	1.8330686800974578
9982	9982	0.2150765238091677
9983	9983	6.8488567889066487E-2
9984	9984	-0.25566952015401123
9985	9985	-0.52882588108949102
9987	9987	-0.4520723730323325
9988	9988	-0.4147087935426933
9989	9989	0.63540782894005654
9990	9990	5.9602398099385535E-2
9991	9991	-0.60400146921569853
9992	9992	-0.42024650669979446
9993	9993	-0.40987467086671991
9995	9995	0.44203836072580055
9996	9996	-0.65027161401267097
9997	9997	-0.59541989044851051
9998	9998	-0.92739337349548223
9999	9999	-0.83403326248219867
10000	10000	0.44899944146189902
10001	10001	-0.75350329959128104
10002	10002	-0.27781363983703938
10006	10006	1.8311120908964489
10008	10008	-0.52770932417792971
10009	10009	-0.33699369020709879
10010	10010	-0.53933848445873633
10011	10011	-0.78545320115303474
10012	10012	3.6714647561067265E-2
10013	10013	-0.54434120235198358
10014	10014	0.97422621281947885
10015	10015	-0.46306707484831233
10016	10016	0.52582358268937701
10017	10017	-0.71654345319845747
10018	10018	0.56877491090652499
10019	10019	-0.72698325321347768
10020	10020	0.88772835039500086
10021	10021	-0.25889886217171165
10022	10022	8.0152151194628179E-2
10023	10023	-1.1228456343498779E-2
10024	10024	0.34012401015546312
10026	10026	1.8437597924228093
